"A financial application requires encryption of all network traffic between Azure VMs in different virtual networks across regions. VMs must communicate using private IP addresses. Solution must provide AES-256 encryption with minimal latency overhead and support existing ExpressRoute connection.<br><br>A) VNet peering with Azure VPN Gateway encryption<br>B) Global VNet peering with secured connectivity<br>C) Virtual WAN with encryption between branches","B) Global VNet peering with secured connectivity","Global VNet peering with encryption-in-transit option enables AES-256 encryption at network fabric level between regions with minimal latency (hardware-based encryption). Uses private IPs. Compatible with ExpressRoute. VPN Gateway adds processing overhead and requires gateway in each VNet. Virtual WAN encryption is for site-to-site VPN scenarios, not VNet-to-VNet.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-network/virtual-network-peering-overview"">VNet peering encryption</a>","AZ-305 Networking EncryptionInTransit"
"A web application requires a custom DNS resolution strategy where internal.contoso.com resolves to private IPs in Azure VNet, while external.contoso.com uses public Azure DNS. On-premises DNS must forward internal queries to Azure. Solution must support automatic registration for VMs.<br><br>A) Azure Private DNS zones with VNet linking and forwarding rules to on-premises conditional forwarder<br>B) Azure DNS with A records and on-premises DNS conditional forwarding<br>C) Custom DNS servers on VMs with zone transfers","A) Azure Private DNS zones with VNet linking and forwarding rules to on-premises conditional forwarder","Private DNS zones provide automatic VM registration in linked VNets. On-premises DNS uses conditional forwarders pointing to Azure DNS resolvers (168.63.129.16) for private zone queries. Azure public DNS handles external.contoso.com. Custom DNS servers lack auto-registration. Azure DNS doesn't support private IPs or automatic registration.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/dns/private-dns-overview"">Azure Private DNS</a>","AZ-305 Networking DNSResolution"
"A microservices application on AKS requires outbound internet connectivity through a specific public IP for allowlisting by third-party APIs. All pods must use the same egress IP regardless of node. Solution must support 5,000 concurrent connections and automatic failover.<br><br>A) Azure NAT Gateway attached to AKS subnet<br>B) Azure Load Balancer outbound rules<br>C) Azure Firewall with forced tunneling","A) Azure NAT Gateway attached to AKS subnet","NAT Gateway provides dedicated egress IP, supports up to 64,000 concurrent connections per IP (easily handles 5,000), automatic zone redundancy, and attaches directly to subnet (all pods use same IP). Load Balancer outbound rules require manual SNAT port management. Firewall over-engineered and more expensive for simple egress IP requirement.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-network/nat-gateway/nat-overview"">Azure NAT Gateway</a>","AZ-305 Networking EgressIP"
"A hybrid environment requires 50 VNets across 5 Azure regions to communicate with each other and 10 on-premises sites. Network topology must support transitive routing, centralized firewall inspection, and BGP route propagation. Solution must minimize management of individual peering connections.<br><br>A) Hub-spoke topology with ExpressRoute in each hub and VNet peering<br>B) Virtual WAN with secured hub and ExpressRoute<br>C) Full mesh VNet peering with Network Virtual Appliance","B) Virtual WAN with secured hub and ExpressRoute","Virtual WAN provides transitive routing between all spokes, regions, and on-premises automatically. Secured hub integrates Azure Firewall for centralized inspection. BGP route propagation native. Single ExpressRoute connection to WAN hub. Hub-spoke with manual peering doesn't scale (50x49/2 = 1,225 peerings). Full mesh worse (unfeasible).

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-wan/virtual-wan-about"">Azure Virtual WAN</a>","AZ-305 Networking HybridConnectivity"
"A VPN connection between on-premises and Azure requires 10 Gbps throughput, 99.95% SLA, and active-active configuration with automatic failover under 10 seconds. Solution must support BGP for dynamic routing with multiple on-premises sites.<br><br>A) ExpressRoute with ExpressRoute Direct and MACsec encryption<br>B) VPN Gateway VpnGw5 SKU with active-active mode<br>C) Multiple site-to-site VPN connections with BGP","A) ExpressRoute with ExpressRoute Direct and MACsec encryption","ExpressRoute Direct provides 10/100 Gbps port speeds, 99.95% SLA with dual circuits, and MACsec Layer 2 encryption. BGP native with sub-second failover via BFD. VPN Gateway maximum 10 Gbps aggregate but 99.9% SLA. Multiple S2S VPN connections don't provide 99.95% SLA or guaranteed 10 Gbps.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/expressroute/expressroute-erdirect-about"">ExpressRoute Direct</a>","AZ-305 Networking ExpressRoute"
"A web application uses Azure Front Door for global load balancing. Security requires that backend App Service instances only accept traffic from Front Door and reject direct internet access. Solution must prevent IP spoofing and validate requests originate from customer's Front Door instance.<br><br>A) App Service access restrictions with Front Door Service Tag and X-Azure-FDID header validation<br>B) NSG rules allowing Front Door backend IP ranges<br>C) Private Link between Front Door and App Service","A) App Service access restrictions with Front Door Service Tag and X-Azure-FDID header validation","Service Tag blocks direct internet access while allowing Front Door. X-Azure-FDID header validation ensures requests are from customer's specific Front Door instance (prevents spoofing via other customers' Front Door). NSG IP ranges can be spoofed. Private Link not supported between Front Door and App Service.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/frontdoor/front-door-faq#how-do-i-lock-down-the-access-to-my-backend-to-only-azure-front-door-"">Securing backends with Front Door</a>","AZ-305 Networking SecurityLockdown"
"An application requires consistent network latency below 2ms between VMs running database and application tiers. VMs must maintain network performance during Azure maintenance events and zone failures. Each tier has 10 VMs. Solution must optimize for ultra-low latency.<br><br>A) Proximity Placement Group with Accelerated Networking and availability zones<br>B) Proximity Placement Group with single availability set and Accelerated Networking<br>C) Virtual Machine Scale Set with orchestration mode and Accelerated Networking","B) Proximity Placement Group with single availability set and Accelerated Networking","Proximity Placement Group co-locates VMs in same datacenter (sub-ms latency). Single availability set maintains proximity while providing fault domain separation. Accelerated Networking enables SR-IOV (<2ms latency). Availability zones place VMs in separate datacenters (higher latency, defeats purpose). VMSS orchestration doesn't guarantee proximity.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-machines/co-location"">Proximity Placement Groups</a>","AZ-305 Compute PerformanceOptimization"
"A machine learning training workload requires 4 NVIDIA A100 GPUs with NVLink interconnect, 440 GB GPU memory, and RDMA networking. Training jobs run for 2-3 days. Solution must provide maximum GPU-to-GPU bandwidth and support InfiniBand for distributed training across nodes.<br><br>A) NC A100 v4-series VMs with InfiniBand<br>B) NV-series VMs with NVIDIA GRID<br>C) NC-series VMs with TCP/IP networking","A) NC A100 v4-series VMs with InfiniBand","NC A100 v4-series (e.g., NC96ads A100 v4) provides A100 GPUs with NVLink (600 GB/s GPU-GPU), up to 440 GB total GPU memory, and InfiniBand for RDMA. Optimized for distributed HPC/AI training. NV-series designed for visualization (NVIDIA GRID), not training. Older NC-series lacks A100 GPUs and InfiniBand.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-machines/nc-a100-v4-series"">NC A100 v4-series</a>","AZ-305 Compute GPUworkloads"
"A database server VM requires consistent 160,000 IOPS and 2,000 MB/s throughput with sub-millisecond latency. Database files total 4 TB. Solution must use managed disks with Premium SSD performance without data loss risk.<br><br>A) Single Premium SSD v2 disk 4 TB with provisioned IOPS and throughput<br>B) Striped Premium SSD v1 P50 disks (4x 1 TB) with Storage Spaces<br>C) Ultra Disk 4 TB with provisioned IOPS and throughput","A) Single Premium SSD v2 disk 4 TB with provisioned IOPS and throughput","Premium SSD v2 allows independent provisioning of capacity, IOPS (up to 80,000 per disk, use 2 disks for 160K), and throughput (up to 1,200 MB/s per disk, use 2 disks). More cost-effective than Ultra Disk for this workload. Striped v1 disks hit IOPS limits (P50 = 7,500 IOPS each, would need 22 disks). Ultra Disk costlier when Premium SSD v2 meets requirements.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-machines/disks-types#premium-ssd-v2"">Premium SSD v2</a>","AZ-305 Compute DiskPerformance"
"A VM workload requires guaranteed CPU performance without noisy neighbor issues, compliance with data residency regulations, and physical isolation from other customers. VMs must support standard D-series configurations with up to 64 vCPUs. Solution must minimize costs while meeting isolation requirements.<br><br>A) Azure Dedicated Host with D-series family<br>B) Isolated VM sizes with hardware isolation<br>C) Confidential Computing DC-series VMs","A) Azure Dedicated Host with D-series family","Dedicated Host provides physical server dedicated to single customer, supports multiple VM sizes from same family (D-series up to 64 vCPUs), and ensures complete isolation. Pay for host, not individual VMs (cost-effective for multiple VMs). Isolated sizes limited to specific sizes. DC-series for software-based isolation, not physical isolation.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-machines/dedicated-hosts"">Azure Dedicated Hosts</a>","AZ-305 Compute DedicatedInfrastructure"
"A stateless web application requires predictable costs with 50 VMs running continuously for 3 years. Workload cannot tolerate interruptions. Solution must maximize cost savings compared to pay-as-you-go pricing while maintaining 99.9% SLA.<br><br>A) Reserved VM Instances 3-year term with upfront payment<br>B) Azure Spot VMs with low eviction rate<br>C) Pay-as-you-go with Azure Hybrid Benefit","A) Reserved VM Instances 3-year term with upfront payment","Reserved Instances provide up to 72% discount vs. pay-as-you-go for 3-year commitment with upfront payment. Maintains same 99.9% SLA. Spot VMs unsuitable (can be evicted anytime despite low rate). Hybrid Benefit saves ~40% (applies on top of reservations but alone insufficient for maximum savings).

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/cost-management-billing/reservations/save-compute-costs-reservations"">Azure Reservations</a>","AZ-305 CostOptimization ReservedCapacity"
"A batch processing workload runs 8 hours per day Mon-Fri processing data with 80 VMs. Workload can tolerate interruptions and restart from checkpoint. Solution must minimize compute costs while completing processing windows.<br><br>A) Azure Spot VMs with Azure Batch eviction policy set to deallocate<br>B) B-series burstable VMs<br>C) Pay-as-you-go VMs with auto-shutdown","A) Azure Spot VMs with Azure Batch eviction policy set to deallocate","Spot VMs provide up to 90% discount vs. pay-as-you-go. Batch handles evictions gracefully with checkpointing and automatic job rescheduling. Eviction policy deallocate preserves disk (restart from checkpoint). B-series unsuited for sustained 8-hour compute. Auto-shutdown doesn't reduce costs during active 8-hour window.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/batch/batch-spot-vms"">Spot VMs with Azure Batch</a>","AZ-305 CostOptimization SpotVMs"
"An organization with 500 VMs across 20 resource groups must track actual resource consumption per cost center, department, and environment for chargeback. Finance requires monthly cost reports by hierarchy level. Solution must enforce tagging at creation and support cost aggregation.<br><br>A) Azure Policy tag inheritance with Cost Management cost allocation tags<br>B) Manual tagging with Azure Advisor recommendations<br>C) Resource locks with naming conventions","A) Azure Policy tag inheritance with Cost Management cost allocation tags","Azure Policy enforces required tags (CostCenter, Department, Environment) with Deny effect and inherits from parent scopes. Cost Management uses these as cost allocation tags for grouping and reporting. Advisor only recommends, doesn't enforce. Resource locks prevent deletion, don't manage tagging or costs.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/cost-management-billing/costs/enable-tag-inheritance"">Cost allocation tags</a>","AZ-305 CostOptimization Chargeback"
"A storage account stores 100 TB of data with monthly costs of $5,000 on Hot tier. Data is accessed infrequently (once per month). After 90 days, data is accessed less than once per year but must be retrievable within 1 hour. Solution must minimize storage costs.<br><br>A) Lifecycle management to transition to Cool tier at 30 days and Archive tier at 90 days<br>B) Change access tier to Cool manually<br>C) Keep on Hot tier with compression","A) Lifecycle management to transition to Cool tier at 30 days and Archive tier at 90 days","Lifecycle policies automatically transition blobs: Hot → Cool at 30 days (~50% savings) → Archive at 90 days (~80% savings from Hot). Archive rehydration within 1 hour (priority rehydrate). Manual changes require ongoing management. Compression doesn't change storage tier costs. Automated tiering crucial for cost optimization.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/storage/blobs/lifecycle-management-overview"">Blob lifecycle management</a>","AZ-305 CostOptimization StorageTiering"
"An enterprise must enforce that all production VM deployments use approved VM sizes (D-series, E-series) in specific regions (East US, West Europe) with mandatory tags. Development teams must be able to deploy VMs in sandbox subscriptions without restrictions. Solution must minimize policy management overhead.<br><br>A) Azure Policy at management group scope with subscription exclusions for sandbox<br>B) Azure RBAC custom roles preventing VM creation<br>C) Individual policies per production subscription","A) Azure Policy at management group scope with subscription exclusions for sandbox","Management group policy inherits to all production subscriptions (centralized management). Subscription exclusions exempt sandbox from restrictions. Single policy definition reduces overhead vs. per-subscription policies. RBAC controls who can create, not what can be created. Per-subscription policies create management overhead.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/governance/policy/overview"">Azure Policy</a>","AZ-305 Governance PolicyManagement"
"A development team must deploy infrastructure using Bicep templates with approval workflow before production deployment. All infrastructure changes must be version-controlled, peer-reviewed, and automatically tested for policy compliance. Solution must integrate with existing Git workflow.<br><br>A) Azure DevOps with Bicep template pipeline, policy validation, and approval gates<br>B) Azure Portal manual deployments with ARM template export<br>C) Azure CLI scripts in Git without CI/CD","A) Azure DevOps with Bicep template pipeline, policy validation, and approval gates","DevOps pipeline: Git commit → Bicep validation → policy compliance check (What-If) → peer review (PR approval) → manual approval gate → deployment. Version-controlled infrastructure-as-code with full governance. Portal deployments lack version control and approval workflow. CLI scripts without CI/CD don't provide automated validation and approvals.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-resource-manager/bicep/deploy-github-actions"">Bicep CI/CD</a>","AZ-305 OperationalExcellence InfrastructureAsCode"
"An organization managing 1,000 VMs across Azure and on-premises datacenters requires centralized governance, update management, policy enforcement, and security posture visibility. Solution must work with existing on-premises VMware and Hyper-V infrastructure.<br><br>A) Azure Arc-enabled servers with Azure Policy, Update Management, and Defender for Cloud<br>B) Azure Log Analytics agents with manual compliance checks<br>C) System Center Operations Manager with Azure integration","A) Azure Arc-enabled servers with Azure Policy, Update Management, and Defender for Cloud","Arc projects on-premises servers into Azure Resource Manager, enabling Azure Policy, Update Management Center, Defender for Cloud, and Azure Monitor. Unified governance across hybrid estate. Single pane of glass. Log Analytics provides monitoring but not governance. SCOM lacks Azure-native policy and security integration.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-arc/servers/overview"">Azure Arc-enabled servers</a>","AZ-305 Governance HybridManagement"
"A web application on App Service must protect against SQL injection, XSS, and DDoS attacks with custom rules blocking specific URL patterns. Solution must provide SSL offloading, CDN caching, and centralized logging of security events. Traffic comes from 50 countries.<br><br>A) Azure Front Door Premium with managed WAF rules, custom rules, and diagnostic logs<br>B) Application Gateway v2 with WAF<br>C) Azure Firewall with application rules","A) Azure Front Door Premium with managed WAF rules, custom rules, and diagnostic logs","Front Door Premium provides global edge network with built-in DDoS protection (L3-L7), WAF with OWASP managed rules + custom rules, SSL offloading, CDN, and centralized logging. Application Gateway regional (not global CDN). Azure Firewall for network/application filtering, not web application protection or CDN.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/web-application-firewall/afds/afds-overview"">Front Door WAF</a>","AZ-305 Security WAFprotection"
"A database containing financial records must encrypt data at rest and in transit with customer-managed keys rotated every 90 days. Keys must be stored in FIPS 140-2 Level 3 validated HSM. All key operations must be logged with alerting on unauthorized access attempts.<br><br>A) Azure SQL Database with TDE using Managed HSM customer-managed key and Key Vault diagnostic logs<br>B) Azure SQL Database with service-managed transparent data encryption<br>C) Azure SQL Database with Always Encrypted using Key Vault Standard","A) Azure SQL Database with TDE using Managed HSM customer-managed key and Key Vault diagnostic logs","SQL TDE with CMK from Managed HSM provides FIPS 140-2 Level 3 encryption at rest. Key Vault diagnostic logs to Log Analytics captures all key operations. Alerts trigger on suspicious access. Service-managed TDE uses Microsoft-managed keys (no customer control). Key Vault Standard is FIPS 140-2 Level 2. Always Encrypted is application-level, not TDE.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/transparent-data-encryption-byok-overview"">TDE with CMK</a>","AZ-305 Security EncryptionAtRest"
"A multi-tier application must detect and respond to security threats in real-time including VM compromise, SQL injection attempts, and blob storage anomalies. Security team requires unified alerts, automatic isolation of compromised resources, and integration with SIEM tooling.<br><br>A) Microsoft Defender for Cloud with Defender for Servers, SQL, and Storage plus Logic App integration<br>B) Azure Sentinel for log aggregation<br>C) NSG flow logs with Log Analytics","A) Microsoft Defender for Cloud with Defender for Servers, SQL, and Storage plus Logic App integration","Defender for Cloud provides workload protection plans detecting threats across VMs, SQL, Storage. Security alerts with severity scoring. Logic Apps for automated response (isolate VMs, SIEM integration). Sentinel for SIEM but Defender detects threats. NSG logs are audit logs, not threat detection.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/defender-for-cloud/defender-for-cloud-introduction"">Microsoft Defender for Cloud</a>","AZ-305 Security ThreatProtection"
"An organization must ensure compliance with PCI-DSS across 100 subscriptions with continuous compliance monitoring, remediation recommendations, and evidence collection for audits. Solution must provide compliance score and prioritized security recommendations.<br><br>A) Azure Policy with regulatory compliance built-in initiatives and Defender for Cloud secure score<br>B) Manual compliance audits and documentation<br>C) Third-party compliance software","A) Azure Policy with regulatory compliance built-in initiatives and Defender for Cloud secure score","Azure Policy includes built-in PCI-DSS initiative (50+ policies). Continuous compliance assessment across subscriptions. Defender for Cloud provides secure score, prioritized recommendations, and compliance dashboard. Automatic evidence collection. Manual audits don't scale and lack continuous monitoring. Third-party adds cost and integration complexity.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/governance/policy/samples/pci-dss-3-2-1"">PCI-DSS built-in initiative</a>","AZ-305 Security ComplianceFrameworks"
"A storage account with customer data must prevent deletion or modification of blobs for 7 years to meet legal compliance. No administrator, including subscription owners, should be able to delete or modify data during retention period. Solution must support legal hold for litigation.<br><br>A) Immutable blob storage with time-based retention policy (locked) and legal hold support<br>B) Azure Backup with 7-year retention<br>C) Blob soft delete with 7-year retention","A) Immutable blob storage with time-based retention policy (locked) and legal hold support","Immutable storage with locked retention policy provides WORM (Write Once Read Many) compliance. Even subscription owners cannot delete or modify data until retention expires. Supports legal hold for litigation. Backup is backups, not immutability of source. Soft delete protects against accidental deletion but can be overridden by admins.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/storage/blobs/immutable-storage-overview"">Immutable blob storage</a>","AZ-305 Security DataImmutability"
"A web application must enforce authentication with multi-factor authentication for external users, certificate-based authentication for internal users, and risk-based sign-in policies denying access when sign-in risk is high. Solution must support integration with on-premises Active Directory.<br><br>A) Azure AD Conditional Access with MFA, certificate-based auth, and Identity Protection risk policies<br>B) Azure AD Connect with password hash sync<br>C) Azure AD B2C with custom policies","A) Azure AD Conditional Access with MFA, certificate-based auth, and Identity Protection risk policies","Conditional Access enforces authentication methods per user type (external = MFA, internal = certificate). Identity Protection calculates sign-in risk and feeds into Conditional Access for risk-based blocking. Azure AD Connect synchronizes on-premises AD. B2C for customer identity (external), not internal employees.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/active-directory/conditional-access/overview"">Conditional Access</a>","AZ-305 Identity RiskBasedAccess"
"A microservices application requires circuit breaker pattern for API calls, automatic retry with exponential backoff, and request timeout management across 30 services. Solution must handle partial failures gracefully and provide distributed tracing for debugging.<br><br>A) Azure Service Mesh (Istio) with resilience features and distributed tracing<br>B) Application-level retry logic in each service<br>C) Azure API Management with retry policies","A) Azure Service Mesh (Istio) with resilience features and distributed tracing","Service mesh provides circuit breaker, automatic retries with backoff, timeouts, and distributed tracing out-of-box via sidecar proxies. Configured declaratively, no application code changes. Application-level logic duplicated across 30 services (hard to maintain). APIM for API gateway, not inter-service resilience patterns.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/aks/servicemesh-about"">AKS Service Mesh</a>","AZ-305 Architecture ResiliencePatterns"
"An e-commerce system requires command-query separation with write operations to SQL Database and read operations from replicated read-only data stores. Read queries must not impact write performance. Data consistency can tolerate 5-second lag. Solution must auto-scale read replicas based on load.<br><br>A) Azure SQL Database Hyperscale with read-scale-out replicas<br>B) Azure Cosmos DB with eventual consistency<br>C) Redis Cache with cache-aside pattern","A) Azure SQL Database Hyperscale with read-scale-out replicas","Hyperscale supports up to 4 read replicas with near-real-time replication (<5 sec lag). Read queries routed to replicas (ApplicationIntent=ReadOnly). Zero impact on primary. Replicas scale independently. Cosmos DB requires application refactoring to NoSQL. Redis cache doesn't eliminate database reads (cache misses hit primary).

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-sql/database/read-scale-out"">Read scale-out</a>","AZ-305 Architecture CQRSpattern"
"A legacy monolithic application must migrate to microservices incrementally without downtime. Solution must route traffic to either legacy monolith or new microservices based on feature flags during migration period. Both systems must coexist for 6 months.<br><br>A) Azure API Management with routing policies and feature flags in App Configuration<br>B) Deploy microservices, cut over all at once<br>C) Use separate domains for monolith and microservices","A) Azure API Management with routing policies and feature flags in App Configuration","Strangler Fig pattern: API Management provides facade routing requests to monolith or microservices based on App Configuration feature flags. Migrate feature-by-feature without downtime. After 6 months, decommission monolith. Big-bang cutover risks total failure. Separate domains break existing client integrations.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/architecture/patterns/strangler-fig"">Strangler Fig pattern</a>","AZ-305 Architecture MigrationPatterns"
"A containerized application requires external configuration management, feature flags toggleable at runtime without pod restart, and dynamic connection string updates when backend services change. Configuration changes must propagate to 500 pods within 30 seconds.<br><br>A) App Configuration with Kubernetes provider and feature management<br>B) ConfigMaps with manual kubectl updates<br>C) Environment variables in deployment manifests","A) App Configuration with Kubernetes provider and feature management","App Configuration Kubernetes provider automatically syncs config to ConfigMaps in cluster. Feature flags update dynamically without restart. Apps use App Configuration SDK for 30-second refresh (push notification for faster updates). ConfigMaps require manual updates and pod restarts. Environment variables require pod restart for changes.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-app-configuration/quickstart-azure-kubernetes-service"">App Configuration with AKS</a>","AZ-305 Architecture ConfigurationManagement"
"A data pipeline ingests events from Event Hubs, transforms data with Azure Functions, and writes to multiple destinations (SQL Database, Cosmos DB, Blob Storage). Once an event is successfully processed, it must not be reprocessed even if Function crashes. Solution must guarantee exactly-once processing.<br><br>A) Durable Functions with checkpointing and idempotent operations<br>B) Function with Event Hubs trigger and manual offset management<br>C) Logic Apps with built-in retry","A) Durable Functions with checkpointing and idempotent operations","Durable Functions maintains state across retries with checkpointing. Idempotent activities ensure duplicate executions don't cause issues. Orchestrator guarantees exactly-once. Manual offset management error-prone (lose offset = reprocess all). Logic Apps built-in retry can cause duplicates without additional idempotency logic.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-functions/durable/durable-functions-overview"">Durable Functions</a>","AZ-305 Architecture EventDrivenPatterns"
"A logging system ingests 1 TB of application logs per day that must be queryable for 90 days. Logs older than 90 days must be archived for 7 years with retrieval within 24 hours for compliance audits. Solution must minimize costs while maintaining query performance.<br><br>A) Log Analytics with 90-day retention and data export to Storage Archive<br>B) Storage Hot tier with lifecycle management to Cool<br>C) Cosmos DB with time-to-live and change feed","A) Log Analytics with 90-day retention and data export to Storage Archive","Log Analytics provides KQL querying for 90-day hot data. Continuous export sends data to Storage Archive (lowest cost) for 7-year retention. Archive rehydration within 24 hours meets audit requirement. Hot → Cool lifecycle insufficient cost reduction. Cosmos DB expensive for log storage and lacks native export to archive.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-monitor/logs/logs-data-export"">Log Analytics export</a>","AZ-305 Operations LogArchiving"
"An Azure environment with 500 subscriptions requires cross-subscription resource inventory, cost analysis by tags, policy compliance reporting, and security recommendations aggregated in single dashboard. Query results must be exportable to CSV for management review.<br><br>A) Azure Resource Graph with KQL queries and Azure Workbooks<br>B) PowerShell scripts querying each subscription individually<br>C) Azure Portal subscription selector","A) Azure Resource Graph with KQL queries and Azure Workbooks","Resource Graph enables querying across all subscriptions at scale (seconds vs. hours). KQL supports complex joins, aggregations, and tag-based grouping. Workbooks visualize results with export to CSV. PowerShell serial queries don't scale (500 subscriptions × API calls). Portal subscription selector manual and time-consuming.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/governance/resource-graph/overview"">Azure Resource Graph</a>","AZ-305 Operations LargeScaleGovernance"
"A deployment pipeline must prevent production deployments that would exceed budget limits. Finance team requires approval for deployments projected to increase monthly costs by more than $10,000. Solution must integrate with CI/CD pipeline and provide cost estimates before deployment.<br><br>A) Azure Cost Management budget alerts with action groups triggering approval workflow<br>B) Manual cost review before each deployment<br>C) Azure Advisor cost recommendations","A) Azure Cost Management budget alerts with action groups triggering approval workflow","Cost Management forecasts deployment impact. Budget alert triggers when projected spend exceeds threshold. Action group invokes Logic App for approval workflow (email to finance, wait for response, proceed or cancel). Integrated with deployment pipeline. Manual reviews don't scale and delay releases. Advisor provides recommendations, not deployment gates.

<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/cost-management-billing/costs/cost-mgt-alerts-monitor-usage-spending"">Budget alerts</a>","AZ-305 Operations CostGovernance"
